Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Train Precision,Val Precision,Train Recall,Val Recall,Train F1,Val F1
1,0.905602494452862,1.6171740889549255,0.6318922369326511,0.6833645173279668,0.6318922369326511,0.6833645173279668,0.6283303654589104,0.6002567887974761,0.6213323431040758,0.5470942943491814
2,0.48081441667485747,1.2117201841125886,0.8147334604500812,0.6715280886476538,0.8147334604500812,0.6715280886476538,0.8088385005567341,0.6379833491330499,0.810281611880806,0.6038179954455164
3,0.40175672081556724,0.43329225418468315,0.8518722156801822,0.8897408867762064,0.8518722156801822,0.8897408867762064,0.8488206713934772,0.8769311172403313,0.8498527329798977,0.8748341537374715
4,0.37662926966205557,0.40145629085600376,0.8641663620290823,0.8818719068461078,0.8641663620290823,0.8818719068461078,0.8616041770060288,0.8550636384325557,0.8627084239503245,0.8538650595373284
5,0.30408593829958996,0.5668122144415975,0.8947859962641328,0.8482490477088724,0.8947859962641328,0.8482490477088724,0.8903785106348883,0.7639787078350015,0.8920501394769494,0.7494130888430475
6,0.28294873372354407,0.2687215351810058,0.9059250768504807,0.9230264441322884,0.9059250768504807,0.9230264441322884,0.9033325329413555,0.9238159495225264,0.9044501222651523,0.9185783524625682
7,0.2695231849050268,0.2783448329816262,0.9115332470589488,0.9225061428430723,0.9115332470589488,0.9225061428430723,0.9077614989276602,0.9142242558809035,0.9093625465283737,0.9143617657847616
8,0.2583414083148571,0.678586007716755,0.9187589456232822,0.8427095586810436,0.9187589456232822,0.8427095586810436,0.9148746004478643,0.7906585093200217,0.9165674171825853,0.8002418626397223
9,0.17593230261526843,0.13485093570003906,0.9408199814830311,0.9667071124984432,0.9408199814830311,0.9667071124984432,0.9398808577488906,0.9628111357761451,0.9402680078851342,0.9630157855695209
10,0.1437277101733266,0.11697427129062514,0.9563766405835725,0.9685762221019082,0.9563766405835725,0.9685762221019082,0.9536555360887564,0.9659286118415957,0.9548672018312587,0.96636950897846
11,0.13352887245251777,0.1327379182136307,0.9603861068029815,0.9624346718096719,0.9603861068029815,0.9624346718096719,0.9582421613334757,0.9601597388743274,0.9592298431113553,0.9599954983395083
12,0.14131757759667457,0.14015476568602026,0.9561520502615587,0.9632231957051589,0.9561520502615587,0.9632231957051589,0.9548730978355585,0.9606401398101685,0.9554512534852112,0.960237850549345
13,0.11338750808004369,0.12778539901288846,0.9640201210505981,0.9655714389193344,0.9640201210505981,0.9655714389193344,0.9619616013857138,0.9612065710197492,0.9629084301207438,0.9614667269478563
14,0.11503146584839263,0.1273984215222299,0.9656431920912609,0.9640141277641278,0.9656431920912609,0.9640141277641278,0.9637980722192139,0.9615041858211876,0.964674917706486,0.9610720905693573
